datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,windspeedmax,windspeedmean,sunrise,sunset,normal.tempmax,normal.tempmin,normal.feelslike,normal.precip,normal.humidity,normal.snowdepth,normal.windspeed,normal.windgust,normal.winddir,normal.cloudcover
2024-02-05,9.0,4.2,7.2,5.3,0.2,3.1,3.7,78.8,2.869,29.17,['rain'],0.0,5.0,71.6,35.0,253.9,1013.3,87.9,29.2,13.2,1.2,1.0,35.0,29.2,07:15:12,16:49:41,"[-13.5, 1.0, 9.3]","[-16.7, -4.1, 7.4]","[-26.8, 1.0, 9.3]","[0.0, 1.0, 5.2]","[66.1, 83.0, 95.7]","[0.0, 30.6, 71.3]","[14.8, 29.5, 46.4]","[43.2, 65.5, 111.6]","[40.1, 173.8, 263.0]","[23.2, 72.2, 98.2]"
2024-02-06,6.7,3.5,5.5,2.6,-0.8,1.2,0.8,71.5,0.0,0.0,,0.0,5.5,60.8,30.2,240.4,1013.0,89.7,31.7,74.3,6.5,3.0,30.2,24.8,07:13:40,16:51:23,"[-14.0, 1.1, 11.1]","[-19.7, -4.8, 6.7]","[-27.9, 1.1, 11.1]","[0.0, 0.7, 5.3]","[70.2, 83.4, 98.7]","[0.0, 30.5, 73.4]","[12.6, 29.2, 40.0]","[39.6, 69.5, 118.8]","[30.5, 177.0, 342.7]","[25.8, 77.7, 100.0]"
2024-02-07,7.6,0.9,5.3,4.1,-3.0,1.1,1.7,77.8,2.978,58.33,"['rain', 'snow']",0.0,5.4,62.1,32.2,233.8,1005.8,97.4,28.6,28.8,2.6,2.0,32.2,24.7,07:12:07,16:53:05,"[-8.8, 0.9, 13.7]","[-18.9, -4.4, 7.0]","[-26.1, 0.9, 13.7]","[0.0, 2.1, 9.2]","[54.4, 81.2, 94.7]","[0.0, 31.8, 81.2]","[16.9, 30.6, 48.2]","[46.8, 70.9, 122.4]","[16.7, 174.8, 306.1]","[9.0, 75.9, 100.0]"
2024-02-08,7.2,-0.3,2.4,4.0,-3.6,-0.2,1.7,94.7,4.462,100.0,"['rain', 'snow']",0.7,3.5,54.0,19.1,281.8,1003.8,99.5,8.0,24.9,2.1,1.0,19.1,10.1,07:10:32,16:54:46,"[-8.9, 0.9, 7.8]","[-14.1, -4.4, 3.7]","[-23.8, 0.9, 7.8]","[0.0, 2.0, 10.7]","[55.6, 81.2, 95.7]","[0.0, 32.4, 81.6]","[14.0, 29.2, 45.0]","[43.2, 70.2, 90.0]","[36.3, 180.1, 294.7]","[1.3, 78.9, 100.0]"
2024-02-09,9.4,6.5,7.5,6.8,3.7,5.0,5.6,87.7,1.419,50.0,['rain'],0.0,4.9,61.2,20.3,203.5,997.2,96.4,17.4,52.7,4.4,3.0,20.3,14.5,07:08:55,16:56:28,"[-10.3, 0.6, 9.7]","[-15.4, -4.6, 4.9]","[-23.8, 0.6, 9.7]","[0.0, 1.8, 13.6]","[52.4, 83.2, 95.3]","[0.9, 32.9, 81.4]","[11.9, 27.7, 46.1]","[43.2, 77.8, 216.0]","[28.5, 181.8, 269.9]","[21.3, 79.9, 100.0]"
2024-02-10,11.2,6.4,8.9,11.2,3.8,7.4,5.7,80.9,3.471,33.33,['rain'],0.0,4.5,72.0,31.1,169.9,994.5,87.8,21.0,89.3,7.7,5.0,31.1,17.7,07:07:17,16:58:10,"[-12.5, 1.1, 9.2]","[-17.5, -3.9, 2.9]","[-27.0, 1.1, 9.2]","[0.0, 2.6, 26.8]","[66.4, 83.7, 93.5]","[3.2, 33.3, 83.7]","[9.4, 27.7, 49.7]","[46.8, 68.4, 104.4]","[35.4, 180.1, 259.6]","[35.3, 80.8, 100.0]"
2024-02-11,10.0,5.3,8.1,6.9,1.2,5.0,5.9,86.3,5.229,100.0,['rain'],0.0,4.0,75.6,27.2,174.2,993.1,99.9,16.5,20.1,1.8,1.0,27.2,20.7,07:05:37,16:59:52,"[-11.7, 0.0, 6.6]","[-17.8, -4.4, 2.4]","[-27.0, 0.0, 6.6]","[0.0, 2.0, 7.1]","[59.3, 84.7, 98.4]","[0.0, 33.4, 90.6]","[11.5, 28.1, 47.2]","[39.6, 64.1, 115.2]","[19.5, 167.8, 256.6]","[13.9, 85.9, 100.0]"
2024-02-12,7.8,4.0,5.7,5.2,0.9,2.7,3.5,85.6,0.34,29.17,['rain'],0.0,3.8,46.8,20.2,244.6,1002.6,93.2,21.0,43.2,3.7,2.0,20.2,14.9,07:03:55,17:01:34,"[-8.5, 0.1, 9.7]","[-17.9, -4.8, 6.7]","[-25.6, 0.1, 9.7]","[0.0, 1.5, 12.5]","[57.6, 81.7, 96.6]","[8.2, 35.6, 96.8]","[14.8, 25.6, 46.1]","[46.8, 68.8, 111.6]","[59.5, 202.7, 325.2]","[7.2, 71.7, 100.0]"
2024-02-13,5.7,0.0,3.5,2.7,-3.1,0.7,1.0,84.0,0.238,20.83,['rain'],0.0,3.7,54.0,21.1,332.2,1017.1,79.8,22.7,52.3,4.6,2.0,21.1,11.5,07:02:13,17:03:15,"[-7.6, -0.3, 7.6]","[-17.2, -5.3, 3.8]","[-25.3, -0.3, 7.6]","[0.0, 1.6, 9.0]","[61.6, 82.6, 94.5]","[8.2, 36.6, 100.3]","[10.8, 25.9, 44.6]","[43.2, 70.6, 111.6]","[36.7, 196.7, 332.7]","[0.0, 76.3, 100.0]"
2024-02-14,6.5,-2.3,2.0,3.1,-6.0,-1.2,-0.3,85.0,0.053,4.17,['rain'],0.0,3.6,46.8,18.9,255.7,1023.8,76.8,23.0,88.1,7.6,4.0,18.9,12.1,07:00:28,17:04:57,"[-5.0, 0.9, 7.9]","[-15.9, -4.8, 2.4]","[-22.4, 0.9, 7.9]","[0.0, 1.1, 9.5]","[64.2, 82.0, 96.8]","[7.0, 36.6, 98.3]","[15.5, 24.1, 42.8]","[39.6, 65.5, 100.8]","[20.0, 184.4, 331.8]","[0.3, 74.4, 100.0]"
2024-02-15,8.8,3.8,6.5,7.3,0.8,4.0,4.1,84.1,0.0,0.0,,0.0,3.4,46.8,16.9,226.6,1022.9,93.6,18.4,31.0,2.7,1.0,16.9,13.0,06:58:43,17:06:38,"[-5.5, 1.6, 8.4]","[-16.8, -5.1, 3.1]","[-25.8, 1.6, 8.4]","[0.0, 1.6, 8.1]","[55.5, 81.6, 96.4]","[6.1, 37.1, 96.7]","[10.4, 26.3, 41.4]","[43.2, 69.5, 93.6]","[60.6, 189.7, 332.3]","[1.0, 70.7, 100.0]"
2024-02-16,11.9,3.3,6.9,11.9,-0.9,4.1,3.2,78.8,0.0,0.0,,0.0,3.2,58.5,26.8,202.0,1022.0,46.6,28.0,120.2,10.4,5.0,26.8,19.7,06:56:56,17:08:19,"[-5.8, 1.3, 10.1]","[-11.3, -3.5, 2.2]","[-20.0, 1.3, 10.1]","[0.0, 1.8, 10.6]","[56.9, 81.0, 97.4]","[5.5, 38.4, 98.7]","[13.0, 27.7, 45.4]","[39.6, 70.9, 122.4]","[39.8, 184.7, 291.2]","[8.7, 78.2, 100.0]"
2024-02-17,6.4,3.8,5.1,3.9,-0.1,2.2,3.2,87.6,3.409,33.33,['rain'],0.0,3.0,60.8,22.4,254.2,1027.3,92.8,14.7,24.8,2.2,1.0,22.4,13.7,06:55:08,17:10:01,"[-4.9, 2.4, 11.1]","[-12.1, -3.9, 4.9]","[-18.6, 2.4, 11.1]","[0.0, 1.5, 7.0]","[54.2, 81.8, 97.7]","[5.1, 38.4, 97.2]","[14.4, 29.5, 49.0]","[43.2, 68.8, 97.6]","[30.6, 191.3, 304.3]","[0.3, 71.1, 100.0]"
2024-02-18,6.5,1.1,3.6,5.2,-2.9,1.1,0.0,78.0,0.0,0.0,,0.0,2.9,54.0,15.9,50.3,1032.3,81.2,27.3,113.1,9.6,6.0,15.9,9.7,06:53:18,17:11:41,"[-6.3, 2.5, 11.2]","[-14.4, -2.9, 2.9]","[-22.4, 2.5, 11.2]","[0.0, 1.5, 10.5]","[54.0, 84.7, 97.3]","[4.6, 38.5, 94.9]","[15.1, 26.3, 48.6]","[43.2, 67.7, 108.0]","[46.3, 202.7, 305.5]","[19.4, 79.1, 100.0]"
2024-02-19,6.1,0.8,4.2,2.5,-3.1,0.5,2.2,86.7,1.421,58.33,['rain'],0.0,2.8,61.2,25.7,235.0,1022.7,94.1,17.5,28.8,2.5,2.0,25.7,17.9,06:51:28,17:13:22,"[-5.9, 2.3, 9.3]","[-10.4, -2.9, 2.3]","[-16.4, 2.3, 9.3]","[0.0, 2.2, 21.0]","[50.2, 84.2, 97.4]","[4.3, 38.3, 92.6]","[14.0, 28.4, 48.6]","[39.6, 67.7, 111.6]","[9.5, 202.6, 280.3]","[22.1, 82.7, 100.0]"
2024-02-20,6.7,3.4,4.8,3.1,-0.5,1.4,2.7,86.0,3.403,45.83,['rain'],0.0,2.8,50.9,21.5,248.8,1023.7,90.7,21.8,44.6,3.7,3.0,21.5,16.3,06:49:36,17:15:02,"[-6.0, 2.1, 7.3]","[-11.4, -3.6, 1.2]","[-19.7, 2.1, 7.3]","[0.0, 1.3, 9.8]","[64.8, 83.2, 97.2]","[4.0, 38.5, 90.5]","[17.6, 25.9, 41.4]","[39.6, 62.6, 111.6]","[26.0, 199.5, 264.7]","[22.0, 75.2, 100.0]"
2024-02-21,6.1,2.5,4.2,2.9,-1.1,0.9,2.0,85.8,0.715,33.33,['rain'],0.0,3.7,50.4,19.0,209.6,1021.6,88.5,21.1,58.9,5.1,5.0,19.0,14.8,06:47:43,17:16:43,"[-9.0, 2.2, 9.0]","[-12.4, -3.9, 1.8]","[-20.3, 2.2, 9.0]","[0.0, 1.4, 6.1]","[52.7, 82.9, 96.2]","[3.7, 38.2, 88.2]","[12.6, 29.2, 47.5]","[39.6, 66.2, 118.8]","[38.2, 179.4, 268.1]","[17.8, 77.4, 99.2]"
2024-02-22,7.4,3.2,6.0,3.3,-1.2,1.6,1.7,74.3,0.195,8.33,['rain'],0.0,3.7,69.3,33.3,187.7,1005.7,97.1,26.8,58.0,5.1,3.0,33.3,26.8,06:45:49,17:18:22,"[-9.0, 2.8, 12.3]","[-12.2, -3.2, 7.6]","[-20.8, 2.8, 12.3]","[0.0, 0.9, 10.1]","[65.6, 82.0, 93.7]","[3.7, 35.9, 87.0]","[11.5, 31.7, 52.6]","[39.6, 65.2, 97.2]","[46.2, 176.8, 259.5]","[23.3, 78.9, 100.0]"
2024-02-23,7.9,5.4,6.2,4.3,1.6,2.9,4.4,88.3,6.935,95.83,['rain'],0.0,3.4,79.2,31.9,172.4,1000.4,99.8,15.2,18.0,1.6,1.0,31.9,18.9,06:43:55,17:20:02,"[-10.9, 2.9, 10.1]","[-13.8, -2.7, 6.2]","[-23.1, 2.9, 10.1]","[0.0, 1.9, 10.9]","[59.0, 82.3, 97.0]","[3.6, 35.3, 85.9]","[10.4, 28.1, 45.0]","[39.6, 65.2, 100.8]","[19.8, 164.0, 286.8]","[0.0, 80.5, 100.0]"
2024-02-24,8.0,3.0,5.2,4.9,-0.9,1.7,3.0,85.6,3.451,45.83,['rain'],0.0,2.5,66.7,30.8,198.5,1006.6,91.8,24.0,75.1,6.6,4.0,30.8,18.3,06:41:59,17:21:41,"[-7.6, 3.5, 14.5]","[-13.4, -3.5, 2.5]","[-21.6, 3.5, 14.5]","[0.0, 1.2, 4.0]","[50.6, 78.8, 96.4]","[3.4, 36.9, 85.4]","[13.0, 28.1, 41.4]","[39.6, 74.5, 172.8]","[34.9, 174.3, 274.2]","[6.5, 71.8, 100.0]"
2024-02-25,9.6,1.0,5.4,6.8,-3.4,2.0,1.7,78.8,0.0,0.0,,0.0,3.0,68.4,25.7,169.0,1009.5,67.8,30.2,110.0,9.6,5.0,25.7,17.0,06:40:02,17:23:21,"[-11.2, 3.4, 13.3]","[-15.1, -3.4, 4.3]","[-24.8, 3.4, 13.3]","[0.0, 0.9, 10.0]","[54.5, 78.5, 92.0]","[3.4, 37.4, 88.9]","[16.2, 27.4, 37.8]","[46.8, 67.7, 93.6]","[37.0, 187.2, 254.3]","[0.0, 68.5, 100.0]"
2024-02-26,11.5,1.9,6.5,11.5,-2.1,3.8,3.0,79.4,0.0,0.0,,0.0,2.4,72.0,28.6,162.2,1006.6,71.3,26.2,90.5,7.8,5.0,28.6,18.5,06:38:04,17:24:59,"[-10.6, 3.1, 13.0]","[-15.5, -3.2, 0.5]","[-25.3, 3.1, 13.0]","[0.0, 1.1, 6.2]","[54.9, 80.7, 97.2]","[3.4, 37.0, 90.6]","[14.0, 28.1, 41.8]","[43.2, 65.9, 108.0]","[34.3, 173.1, 258.5]","[0.0, 75.4, 99.7]"
2024-02-27,14.3,4.0,9.1,14.3,0.6,7.4,5.1,77.1,0.284,25.0,['rain'],0.0,2.5,79.2,20.2,174.2,1012.4,86.9,21.3,116.9,10.0,5.0,20.2,14.4,06:36:06,17:26:38,"[-12.3, 3.2, 12.0]","[-15.1, -3.2, 3.3]","[-26.4, 3.2, 12.0]","[0.0, 1.4, 8.7]","[55.6, 79.4, 94.0]","[3.3, 31.5, 93.4]","[13.7, 28.1, 42.5]","[46.8, 66.2, 100.8]","[31.0, 181.5, 329.0]","[2.6, 71.3, 100.0]"
2024-02-28,10.2,6.1,7.9,10.2,3.9,6.1,6.2,88.8,0.59,16.67,['rain'],0.0,2.3,54.0,14.5,342.8,1018.6,96.3,11.3,77.5,6.8,4.0,14.5,11.4,06:34:06,17:28:16,"[-10.4, 3.3, 11.9]","[-16.0, -3.4, 3.0]","[-25.8, 3.3, 11.9]","[0.0, 1.5, 10.5]","[61.6, 79.9, 91.8]","[0.0, 27.9, 95.1]","[13.3, 28.1, 50.0]","[46.8, 70.2, 126.0]","[39.8, 185.7, 267.5]","[4.5, 68.8, 98.8]"
2024-02-29,10.4,5.1,7.2,10.4,2.6,5.3,5.6,90.3,0.0,0.0,,0.0,2.0,54.0,13.5,32.8,1019.0,81.7,6.6,105.5,9.2,5.0,13.5,10.4,06:32:06,17:29:54,"[-10.4, 3.3, 11.9]","[-16.0, -3.4, 3.0]","[-25.8, 3.3, 11.9]","[0.0, 1.5, 10.5]","[61.6, 79.9, 91.8]","[0.0, 27.9, 95.1]","[13.3, 28.1, 50.0]","[46.8, 70.2, 126.0]","[39.8, 185.7, 267.5]","[4.5, 68.8, 98.8]"
2024-03-01,11.2,4.1,7.6,11.2,0.8,5.5,5.6,87.5,1.89,25.0,['rain'],0.0,1.8,75.6,17.3,142.8,1010.7,89.2,12.1,50.3,4.2,3.0,17.3,13.0,06:30:05,17:31:32,"[-6.8, 3.6, 8.2]","[-17.8, -2.5, 3.9]","[-27.7, 3.6, 8.2]","[0.0, 2.5, 11.5]","[64.5, 82.0, 96.6]","[0.0, 27.1, 93.9]","[14.0, 28.4, 49.0]","[50.4, 68.4, 122.4]","[13.5, 180.2, 275.6]","[2.7, 76.1, 100.0]"
2024-03-02,9.4,4.8,7.2,7.5,2.0,5.0,6.1,92.4,0.868,33.33,['rain'],0.0,1.5,75.6,16.0,150.2,1010.2,92.1,9.8,56.5,4.9,2.0,16.0,11.9,06:28:03,17:33:09,"[-7.4, 3.4, 10.4]","[-15.4, -3.3, 3.0]","[-23.7, 3.4, 10.4]","[0.0, 0.9, 9.8]","[56.7, 77.0, 91.2]","[2.8, 36.6, 91.7]","[14.4, 27.0, 44.3]","[46.8, 72.7, 126.0]","[44.3, 190.6, 283.3]","[13.3, 65.8, 97.9]"
2024-03-03,12.2,5.7,8.9,12.2,2.4,7.0,4.7,76.2,0.0,0.0,,0.0,1.4,68.4,26.2,153.2,1007.6,75.7,27.5,98.7,8.6,6.0,26.2,18.0,06:26:01,17:34:46,"[-6.4, 3.5, 12.2]","[-14.5, -3.1, 2.7]","[-22.5, 3.5, 12.2]","[0.0, 1.0, 9.6]","[60.4, 77.4, 95.4]","[2.7, 36.3, 90.1]","[13.0, 28.4, 46.4]","[43.2, 73.8, 111.6]","[37.3, 192.1, 268.2]","[20.9, 73.6, 97.8]"
2024-03-04,14.2,3.4,8.4,14.2,-0.2,6.6,3.7,74.5,0.167,4.17,['rain'],0.0,1.2,75.6,23.7,201.6,1007.3,33.1,34.2,158.3,13.7,6.0,23.7,14.5,06:23:58,17:36:23,"[-1.8, 3.7, 14.6]","[-13.9, -2.9, 5.6]","[-19.2, 3.7, 14.6]","[0.0, 1.4, 6.5]","[57.3, 77.5, 92.8]","[2.5, 36.5, 90.3]","[11.5, 25.6, 55.8]","[39.6, 65.2, 108.0]","[28.3, 171.2, 282.8]","[8.8, 74.0, 99.6]"
2024-03-05,6.9,4.0,5.4,4.9,0.9,2.9,3.7,88.4,0.846,37.5,['rain'],0.0,1.1,26.3,14.4,18.0,1013.7,96.6,7.0,64.0,5.7,4.0,14.4,11.4,06:21:55,17:38:00,"[-5.2, 3.5, 12.4]","[-12.4, -3.7, 4.8]","[-19.3, 3.5, 12.4]","[0.0, 0.9, 7.0]","[48.5, 75.2, 92.8]","[2.5, 36.5, 90.7]","[15.1, 28.1, 56.9]","[43.2, 70.9, 111.6]","[34.5, 169.1, 333.4]","[1.2, 63.1, 96.8]"
2024-03-06,4.9,1.0,3.0,1.2,-2.8,-1.1,0.5,84.1,0.355,20.83,['rain'],0.0,0.9,46.3,25.4,25.2,1020.0,68.4,8.9,153.4,13.4,6.0,25.4,17.8,06:19:51,17:39:36,"[-5.6, 3.0, 13.9]","[-16.0, -3.5, 3.0]","[-23.3, 3.0, 13.9]","[0.0, 1.1, 10.4]","[61.6, 75.6, 92.7]","[2.5, 36.3, 94.7]","[14.8, 29.2, 49.0]","[39.6, 69.1, 133.2]","[33.1, 177.3, 282.5]","[10.5, 60.1, 99.7]"
2024-03-07,3.0,0.6,1.3,-1.4,-4.9,-3.6,-1.0,84.8,0.48,45.83,"['rain', 'snow']",0.0,0.7,49.3,24.0,39.6,1022.1,96.3,9.1,81.0,7.1,5.0,24.0,19.8,06:17:46,17:41:12,"[-5.3, 4.3, 18.1]","[-10.8, -2.6, 5.7]","[-16.8, 4.3, 18.1]","[0.0, 1.3, 15.6]","[54.8, 75.8, 94.6]","[2.4, 36.2, 102.3]","[13.0, 27.0, 50.4]","[39.6, 62.6, 100.8]","[74.0, 189.4, 254.0]","[7.9, 67.6, 100.0]"
2024-03-08,5.2,-0.3,2.0,2.8,-4.3,-1.0,-0.7,82.4,0.0,0.0,,0.0,0.8,43.2,15.5,26.8,1020.9,77.6,11.7,72.3,6.1,4.0,15.5,10.6,06:15:41,17:42:48,"[-1.6, 4.4, 10.8]","[-13.5, -2.7, 3.8]","[-19.5, 4.4, 10.8]","[0.0, 1.5, 10.1]","[49.4, 77.9, 96.1]","[2.1, 36.1, 105.3]","[13.0, 23.8, 40.0]","[39.6, 58.7, 93.6]","[76.4, 194.0, 283.3]","[16.2, 65.0, 99.2]"
2024-03-09,7.2,0.6,4.5,3.5,-3.4,0.5,0.0,73.8,0.0,0.0,,0.0,1.0,68.4,25.0,153.2,1014.2,84.0,19.3,69.4,6.0,3.0,25.0,19.9,06:13:35,17:44:24,"[-4.0, 4.3, 10.1]","[-10.9, -2.9, 1.7]","[-18.8, 4.3, 10.1]","[0.0, 1.9, 11.4]","[44.8, 78.0, 99.0]","[1.9, 36.3, 106.5]","[10.4, 25.6, 50.8]","[39.6, 62.6, 111.6]","[25.4, 171.8, 263.1]","[2.5, 65.1, 100.0]"
2024-03-10,11.3,6.2,9.1,11.3,2.5,7.3,3.7,68.7,0.0,0.0,,0.0,0.5,64.8,30.6,150.7,1006.0,96.8,25.1,81.0,7.1,3.0,30.6,24.8,06:11:29,17:45:59,"[-5.4, 5.0, 11.2]","[-12.8, -2.1, 1.5]","[-20.2, 5.0, 11.2]","[0.0, 1.9, 12.3]","[53.4, 77.3, 96.5]","[1.9, 35.8, 105.9]","[14.0, 27.4, 48.6]","[46.8, 64.4, 86.4]","[47.7, 191.4, 263.4]","[9.7, 68.7, 99.5]"
2024-03-11,11.3,7.9,9.9,11.3,5.9,9.0,6.2,78.8,2.614,37.5,['rain'],0.0,0.0,63.7,25.6,157.0,1005.4,96.0,21.1,80.5,7.0,6.0,25.6,15.9,06:09:23,17:47:34,"[-2.5, 5.4, 13.1]","[-9.7, -1.5, 4.5]","[-18.0, 5.4, 13.1]","[0.0, 1.7, 11.2]","[45.8, 77.8, 97.5]","[1.8, 35.2, 105.5]","[15.1, 30.6, 54.0]","[39.6, 71.3, 115.2]","[12.5, 192.4, 297.1]","[0.0, 73.3, 100.0]"
2024-03-12,7.8,5.5,7.0,6.6,3.3,4.7,6.1,94.0,10.226,100.0,['rain'],0.0,0.0,54.0,16.1,12.1,1010.4,99.3,6.1,20.8,1.9,1.0,16.1,12.3,06:07:16,17:49:09,"[-3.4, 5.7, 16.1]","[-8.7, -0.9, 7.7]","[-16.8, 5.7, 16.1]","[0.0, 1.7, 9.8]","[38.9, 76.6, 96.9]","[1.5, 35.1, 106.2]","[16.9, 29.2, 45.0]","[39.6, 78.1, 241.2]","[30.4, 195.9, 275.8]","[11.0, 74.1, 100.0]"
2024-03-13,10.9,4.9,6.6,10.9,2.3,4.5,3.8,82.7,2.202,25.0,['rain'],0.0,0.0,64.8,19.0,6.9,1016.6,89.3,12.1,113.0,9.7,7.0,19.0,11.6,06:05:09,17:50:43,"[-6.0, 5.7, 15.1]","[-10.2, -0.9, 4.9]","[-20.4, 5.7, 15.1]","[0.0, 1.3, 7.0]","[37.8, 74.3, 96.3]","[1.3, 35.1, 105.3]","[11.5, 29.2, 42.5]","[43.2, 67.3, 115.2]","[12.7, 188.2, 299.3]","[0.1, 71.8, 100.0]"
2024-03-14,10.4,4.2,6.6,10.4,2.1,5.5,1.7,72.6,0.0,0.0,,0.0,0.0,39.6,9.2,61.7,1017.3,84.3,19.0,101.0,8.8,8.0,9.2,6.6,06:03:01,17:52:18,"[-5.0, 5.2, 16.1]","[-8.0, -1.4, 6.4]","[-17.8, 5.2, 16.1]","[0.0, 1.3, 5.1]","[35.1, 78.0, 97.4]","[1.2, 35.0, 101.8]","[12.2, 28.1, 46.8]","[43.2, 66.6, 108.0]","[14.8, 181.0, 274.0]","[3.7, 69.1, 100.0]"
2024-03-15,13.5,2.7,7.8,13.5,0.2,6.3,2.6,70.7,0.0,0.0,,0.0,0.0,39.6,18.7,217.0,1015.4,81.4,28.0,140.3,12.0,7.0,18.7,12.8,06:00:54,17:53:52,"[-4.2, 5.0, 12.6]","[-7.9, -1.3, 4.7]","[-17.6, 5.0, 12.6]","[0.0, 1.5, 11.7]","[40.0, 78.3, 94.9]","[0.9, 34.8, 97.2]","[13.7, 24.5, 39.2]","[39.6, 63.0, 93.6]","[27.8, 166.9, 284.2]","[21.3, 74.2, 99.6]"
2024-03-16,11.7,6.7,9.0,11.7,4.4,7.5,5.9,80.9,2.698,54.17,['rain'],0.0,0.0,46.8,17.8,223.2,1016.0,87.0,21.4,98.3,8.7,7.0,17.8,13.5,05:58:46,17:55:26,"[-2.6, 6.0, 12.6]","[-8.7, -0.5, 5.1]","[-15.1, 6.0, 12.6]","[0.0, 2.4, 10.8]","[41.4, 80.8, 95.3]","[0.9, 34.2, 91.1]","[15.5, 26.6, 51.5]","[39.6, 64.8, 100.8]","[32.0, 190.5, 299.5]","[13.8, 75.7, 98.8]"
2024-03-17,7.9,1.1,4.6,5.1,-1.9,1.6,-0.7,69.8,3.937,25.0,['rain'],0.0,0.1,55.4,20.7,322.0,1022.0,58.1,35.3,129.3,11.1,7.0,20.7,13.4,05:56:37,17:57:00,"[-3.2, 7.8, 17.1]","[-10.9, -0.6, 6.4]","[-18.8, 7.8, 17.1]","[0.0, 1.1, 5.6]","[52.7, 77.6, 95.7]","[0.3, 32.3, 76.8]","[14.0, 27.7, 39.2]","[54.0, 67.3, 90.0]","[20.8, 196.8, 268.6]","[2.7, 60.7, 100.0]"
2024-03-18,1.6,-2.0,-0.2,-1.6,-6.0,-3.8,-4.3,74.2,0.0,0.0,,0.0,0.0,39.6,16.4,16.7,1020.2,65.3,27.7,128.0,11.1,5.0,16.4,11.5,05:54:29,17:58:34,"[-6.4, 7.5, 17.7]","[-9.9, 0.0, 5.1]","[-20.3, 7.5, 17.7]","[0.0, 1.9, 10.7]","[55.3, 75.0, 96.3]","[0.0, 31.0, 78.1]","[16.9, 27.4, 41.4]","[43.2, 68.4, 108.0]","[51.7, 203.4, 309.2]","[9.6, 67.2, 100.0]"
2024-03-19,3.8,-2.3,0.3,1.9,-5.3,-2.5,-3.7,75.0,0.076,12.5,"['rain', 'snow']",0.0,0.0,33.5,14.0,23.4,1023.3,57.8,19.8,117.6,10.0,8.0,14.0,9.1,05:52:21,18:00:07,"[-6.2, 5.8, 16.1]","[-9.6, -1.4, 6.1]","[-18.6, 5.8, 16.1]","[0.0, 1.6, 7.5]","[49.0, 75.7, 90.4]","[0.0, 31.1, 78.5]","[16.9, 26.3, 40.7]","[28.8, 61.6, 97.2]","[23.9, 182.5, 269.4]","[0.9, 67.6, 100.0]"
2024-03-20,10.4,-2.5,3.7,10.4,-5.8,1.6,-3.3,63.0,0.0,0.0,,0.0,0.0,23.8,14.9,226.7,1023.3,45.2,28.0,200.2,17.2,7.0,14.9,9.5,05:50:12,18:01:40,"[-3.2, 5.4, 15.2]","[-8.7, -1.6, 8.0]","[-14.1, 5.4, 15.2]","[0.0, 1.5, 18.7]","[44.3, 75.0, 98.5]","[0.0, 31.5, 79.5]","[11.5, 23.8, 35.6]","[43.2, 58.3, 75.6]","[33.4, 187.3, 256.4]","[4.0, 63.0, 100.0]"
2024-03-21,13.7,0.7,7.4,13.7,-2.0,6.1,1.0,65.5,0.071,8.33,['rain'],0.0,0.0,19.1,10.3,292.5,1020.4,78.4,27.0,165.7,14.3,6.0,10.3,7.4,05:48:03,18:03:14,"[-2.4, 6.2, 17.6]","[-8.6, -1.5, 7.5]","[-17.3, 6.2, 17.6]","[0.0, 1.4, 8.6]","[43.0, 74.0, 97.1]","[0.0, 31.2, 78.8]","[11.5, 25.6, 49.7]","[39.6, 63.0, 118.8]","[19.9, 195.1, 302.8]","[8.9, 65.9, 100.0]"
2024-03-22,11.5,6.7,8.9,11.5,4.7,7.7,4.1,72.6,0.0,0.0,,0.0,0.0,39.6,18.8,246.2,1017.9,94.9,20.4,103.7,9.0,4.0,18.8,11.4,05:45:55,18:04:47,"[-3.0, 5.8, 18.2]","[-9.3, -1.7, 6.1]","[-15.9, 5.8, 18.2]","[0.0, 1.9, 17.2]","[41.1, 73.6, 93.1]","[0.0, 30.8, 78.1]","[12.2, 23.0, 36.7]","[39.6, 59.0, 108.0]","[35.0, 168.9, 272.6]","[4.0, 65.0, 100.0]"
2024-03-23,17.1,3.2,9.0,17.1,0.5,7.0,3.6,70.2,4.765,25.0,['rain'],0.0,0.0,75.9,30.4,237.5,1007.5,86.4,29.2,114.3,9.8,7.0,30.4,17.9,05:43:46,18:06:20,"[-5.5, 7.1, 18.1]","[-11.3, -1.6, 6.7]","[-20.9, 7.1, 18.1]","[0.0, 1.8, 14.8]","[36.6, 74.1, 96.6]","[0.0, 30.2, 80.4]","[16.6, 23.4, 38.5]","[39.6, 61.6, 100.8]","[31.7, 180.0, 302.4]","[7.0, 65.3, 97.9]"
