datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,windspeedmax,windspeedmean,sunrise,sunset,normal.tempmax,normal.tempmin,normal.feelslike,normal.precip,normal.humidity,normal.snowdepth,normal.windspeed,normal.windgust,normal.winddir,normal.cloudcover
2024-01-22,1.6,-4.1,-0.6,-4.0,-10.7,-6.8,-8.0,59.1,1.634,20.83,"['rain', 'snow']",0.0,3.7,69.7,38.5,202.7,1025.6,73.7,32.0,63.3,5.5,4.0,38.5,27.0,07:33:08,16:26:33,"[-8.7, -0.2, 7.9]","[-22.5, -5.5, 1.9]","[-35.4, -0.2, 7.9]","[0.0, 1.8, 7.2]","[75.7, 85.1, 97.6]","[1.1, 28.3, 81.0]","[12.2, 27.7, 45.4]","[39.6, 67.3, 97.2]","[32.6, 178.6, 281.4]","[0.0, 78.4, 100.0]"
2024-01-23,1.5,-0.5,0.5,-3.3,-6.0,-4.6,-1.0,89.8,1.904,41.67,"['rain', 'snow']",0.3,3.7,57.6,23.5,223.4,1025.3,84.6,8.0,18.4,1.5,1.0,23.5,19.9,07:32:05,16:28:08,"[-15.6, -1.7, 8.6]","[-23.3, -6.4, 0.9]","[-37.0, -1.7, 8.6]","[0.0, 0.8, 3.1]","[68.1, 85.8, 96.0]","[1.7, 28.4, 80.6]","[16.2, 28.8, 46.8]","[39.6, 69.5, 129.6]","[28.6, 164.3, 274.3]","[2.1, 76.5, 100.0]"
2024-01-24,6.2,0.3,3.4,1.9,-4.5,-1.4,1.2,85.6,4.634,58.33,"['rain', 'snow']",0.1,3.8,71.7,30.5,226.9,1020.2,80.9,15.4,21.2,1.8,2.0,30.5,24.8,07:31:01,16:29:44,"[-13.1, -2.2, 4.8]","[-22.0, -6.4, 2.1]","[-29.9, -2.2, 4.8]","[0.0, 1.6, 11.3]","[50.5, 85.2, 97.7]","[2.0, 29.3, 79.2]","[12.6, 25.2, 41.8]","[39.6, 61.6, 118.8]","[29.4, 172.2, 251.6]","[3.5, 83.9, 99.7]"
2024-01-25,4.9,2.2,3.9,0.1,-1.6,-0.7,-0.7,72.1,0.501,16.67,['rain'],0.0,4.5,59.5,30.5,268.7,1021.0,90.9,26.5,32.4,2.8,3.0,30.5,24.3,07:29:53,16:31:21,"[-10.2, -2.5, 5.0]","[-18.7, -6.6, 0.1]","[-26.9, -2.5, 5.0]","[0.0, 1.5, 11.9]","[54.4, 84.7, 98.1]","[3.0, 29.7, 78.5]","[14.0, 25.9, 44.6]","[39.6, 63.4, 108.0]","[22.6, 167.6, 308.3]","[55.1, 85.7, 100.0]"
2024-01-26,3.8,0.2,2.2,0.7,-3.1,-1.5,-0.6,82.0,2.536,62.5,"['rain', 'snow']",0.0,6.3,63.0,23.3,255.3,1024.0,87.2,21.2,68.1,5.9,4.0,23.3,15.1,07:28:44,16:32:58,"[-10.6, -2.1, 7.1]","[-16.7, -6.8, 1.9]","[-25.1, -2.1, 7.1]","[0.0, 0.5, 1.9]","[53.6, 83.6, 98.2]","[3.1, 29.6, 77.4]","[15.1, 28.4, 49.3]","[43.2, 65.5, 133.2]","[22.3, 187.5, 251.5]","[35.8, 78.5, 100.0]"
2024-01-27,2.9,0.5,1.8,-1.6,-4.9,-3.0,-2.2,75.3,1.257,41.67,"['rain', 'snow']",0.0,6.6,60.2,28.2,297.3,1029.5,73.6,26.7,58.0,4.9,3.0,28.2,20.8,07:27:32,16:34:37,"[-11.0, -0.9, 9.1]","[-20.2, -6.1, 4.3]","[-26.2, -0.9, 9.1]","[0.0, 1.9, 18.9]","[42.9, 82.7, 94.1]","[3.1, 30.4, 76.1]","[12.2, 29.5, 48.2]","[39.6, 67.7, 118.8]","[81.2, 205.5, 299.0]","[9.1, 76.4, 99.2]"
2024-01-28,3.6,-1.9,1.0,1.8,-3.9,-1.5,-1.6,82.9,0.989,37.5,"['rain', 'snow']",0.0,6.7,61.2,16.1,341.4,1038.1,70.1,27.4,41.5,3.5,2.0,16.1,8.4,07:26:18,16:36:15,"[-4.4, 0.1, 11.1]","[-16.1, -5.6, 2.5]","[-21.7, 0.1, 11.1]","[0.0, 1.3, 7.7]","[56.2, 85.0, 94.8]","[3.1, 30.9, 75.0]","[11.9, 30.2, 51.1]","[39.6, 68.0, 108.0]","[19.4, 207.8, 283.0]","[1.8, 77.7, 100.0]"
2024-01-29,4.0,-2.5,0.1,0.2,-6.4,-4.1,-3.8,75.3,0.0,0.0,,0.0,6.5,56.6,22.9,225.6,1038.4,41.9,24.3,87.9,7.7,4.0,22.9,15.0,07:25:02,16:37:55,"[-6.4, 0.2, 13.1]","[-18.9, -5.1, 4.0]","[-23.0, 0.2, 13.1]","[0.0, 1.1, 8.7]","[53.2, 82.3, 94.3]","[3.4, 30.7, 73.1]","[15.1, 30.6, 55.4]","[39.6, 64.4, 140.4]","[30.0, 194.2, 295.4]","[10.7, 72.4, 100.0]"
2024-01-30,4.5,-1.4,0.8,-0.6,-7.2,-4.8,-4.5,68.5,0.0,0.0,,0.0,6.1,68.3,32.2,209.5,1036.9,33.1,28.3,88.6,7.7,4.0,32.2,24.8,07:23:44,16:39:34,"[-6.8, 0.6, 8.5]","[-12.6, -4.7, 2.6]","[-20.0, 0.6, 8.5]","[0.0, 1.3, 11.3]","[65.0, 81.6, 93.8]","[3.3, 30.6, 72.1]","[16.2, 33.1, 48.6]","[43.2, 83.2, 291.6]","[20.0, 201.7, 264.9]","[2.2, 67.7, 99.6]"
2024-01-31,1.8,-1.4,0.2,-1.7,-7.6,-4.5,-1.8,86.4,0.095,16.67,"['rain', 'snow']",0.0,5.8,53.1,24.1,241.9,1034.5,87.6,11.9,29.6,2.4,2.0,24.1,16.9,07:22:24,16:41:15,"[-9.2, 0.1, 8.4]","[-14.1, -5.2, 2.1]","[-21.3, 0.1, 8.4]","[0.0, 1.1, 6.1]","[66.8, 81.8, 93.7]","[1.4, 30.4, 71.0]","[17.6, 30.6, 51.1]","[39.6, 68.4, 115.2]","[52.1, 200.1, 260.0]","[4.4, 77.2, 100.0]"
2024-02-01,2.6,0.1,1.3,-1.6,-4.8,-3.4,0.0,91.2,2.186,25.0,"['rain', 'snow']",0.0,6.1,66.1,24.9,231.6,1026.2,85.9,6.1,15.0,1.4,1.0,24.9,18.9,07:21:01,16:42:55,"[-12.0, 1.1, 10.2]","[-15.5, -4.3, 4.3]","[-25.9, 1.1, 10.2]","[0.0, 1.9, 13.1]","[53.0, 80.3, 95.6]","[0.1, 30.6, 69.2]","[15.1, 33.5, 51.1]","[46.8, 74.9, 122.4]","[49.3, 207.6, 308.4]","[30.7, 76.6, 100.0]"
2024-02-02,6.1,0.1,1.9,2.4,-4.0,-2.2,-0.9,81.9,0.069,12.5,"['rain', 'snow']",0.0,6.3,56.3,28.2,246.3,1026.9,92.4,21.1,46.0,4.0,2.0,28.2,16.5,07:19:37,16:44:36,"[-15.4, 1.4, 11.5]","[-19.0, -3.3, 6.8]","[-28.9, 1.4, 11.5]","[0.0, 1.4, 9.4]","[62.1, 83.0, 95.1]","[0.0, 30.8, 68.1]","[16.6, 32.0, 54.7]","[39.6, 69.5, 108.0]","[30.2, 217.9, 271.2]","[22.2, 80.2, 99.4]"
2024-02-03,7.4,2.9,5.3,3.3,-2.2,1.1,2.7,83.0,0.36,33.33,['rain'],0.0,6.2,72.0,30.4,260.2,1021.0,93.5,20.7,17.9,1.4,1.0,30.4,24.3,07:18:11,16:46:17,"[-14.2, 1.7, 11.1]","[-21.0, -3.4, 4.2]","[-30.3, 1.7, 11.1]","[0.0, 1.9, 9.3]","[59.9, 82.5, 97.1]","[0.0, 30.6, 70.1]","[14.0, 30.2, 51.8]","[43.2, 70.9, 118.8]","[47.8, 207.7, 305.5]","[5.2, 74.9, 99.6]"
2024-02-04,7.7,5.0,6.2,3.7,0.9,2.1,3.9,85.3,2.234,66.67,['rain'],0.0,6.0,66.6,31.5,249.0,1017.5,96.6,23.2,20.7,1.8,1.0,31.5,25.3,07:16:43,16:47:59,"[-16.0, 1.4, 9.4]","[-20.1, -3.2, 4.7]","[-32.1, 1.4, 9.4]","[0.0, 2.0, 23.2]","[42.8, 83.2, 96.2]","[0.0, 30.8, 71.4]","[15.1, 31.0, 50.0]","[43.2, 73.4, 172.8]","[25.5, 206.1, 277.1]","[2.4, 81.1, 99.2]"
2024-02-05,9.0,4.2,7.2,5.3,0.2,3.1,3.7,78.8,2.854,29.17,['rain'],0.0,5.0,71.5,35.1,253.8,1013.3,87.9,29.1,13.2,1.2,1.0,35.1,29.3,07:15:13,16:49:40,"[-13.5, 1.0, 9.3]","[-16.7, -4.1, 7.4]","[-26.8, 1.0, 9.3]","[0.0, 1.0, 5.2]","[66.1, 83.0, 95.7]","[0.0, 30.6, 71.3]","[14.8, 29.5, 46.4]","[43.2, 65.5, 111.6]","[40.1, 173.8, 263.0]","[23.2, 72.2, 98.2]"
2024-02-06,6.7,3.5,5.5,2.7,-0.8,1.2,0.8,71.5,0.0,0.0,,0.0,5.5,60.7,30.2,240.4,1012.9,89.8,31.7,74.3,6.5,3.0,30.2,24.9,07:13:41,16:51:22,"[-14.0, 1.1, 11.1]","[-19.7, -4.8, 6.7]","[-27.9, 1.1, 11.1]","[0.0, 0.7, 5.3]","[70.2, 83.4, 98.7]","[0.0, 30.5, 73.4]","[12.6, 29.2, 40.0]","[39.6, 69.5, 118.8]","[30.5, 177.0, 342.7]","[25.8, 77.7, 100.0]"
2024-02-07,7.6,0.8,5.3,4.1,-3.0,1.1,1.7,77.8,3.004,58.33,"['rain', 'snow']",0.0,5.4,62.0,32.3,233.8,1005.8,97.4,28.5,28.8,2.6,2.0,32.3,24.8,07:12:08,16:53:04,"[-8.8, 0.9, 13.7]","[-18.9, -4.4, 7.0]","[-26.1, 0.9, 13.7]","[0.0, 2.1, 9.2]","[54.4, 81.2, 94.7]","[0.0, 31.8, 81.2]","[16.9, 30.6, 48.2]","[46.8, 70.9, 122.4]","[16.7, 174.8, 306.1]","[9.0, 75.9, 100.0]"
2024-02-08,7.2,-0.3,2.4,4.0,-3.6,-0.2,1.7,94.7,4.445,100.0,"['rain', 'snow']",0.7,3.5,54.0,19.1,280.4,1003.8,99.5,8.0,24.9,2.1,1.0,19.1,10.1,07:10:33,16:54:46,"[-8.9, 0.9, 7.8]","[-14.1, -4.4, 3.7]","[-23.8, 0.9, 7.8]","[0.0, 2.0, 10.7]","[55.6, 81.2, 95.7]","[0.0, 32.4, 81.6]","[14.0, 29.2, 45.0]","[43.2, 70.2, 90.0]","[36.3, 180.1, 294.7]","[1.3, 78.9, 100.0]"
2024-02-09,9.4,6.5,7.6,6.8,3.7,5.0,5.6,87.7,1.402,50.0,['rain'],0.0,4.9,61.2,20.3,204.0,997.2,96.4,17.4,52.7,4.4,3.0,20.3,14.5,07:08:56,16:56:28,"[-10.3, 0.6, 9.7]","[-15.4, -4.6, 4.9]","[-23.8, 0.6, 9.7]","[0.0, 1.8, 13.6]","[52.4, 83.2, 95.3]","[0.9, 32.9, 81.4]","[11.9, 27.7, 46.1]","[43.2, 77.8, 216.0]","[28.5, 181.8, 269.9]","[21.3, 79.9, 100.0]"
2024-02-10,11.3,6.4,9.0,11.3,3.8,7.5,5.7,80.9,3.482,33.33,['rain'],0.0,4.5,72.0,31.0,170.6,994.5,87.9,20.9,89.3,7.7,5.0,31.0,17.7,07:07:18,16:58:10,"[-12.5, 1.1, 9.2]","[-17.5, -3.9, 2.9]","[-27.0, 1.1, 9.2]","[0.0, 2.6, 26.8]","[66.4, 83.7, 93.5]","[3.2, 33.3, 83.7]","[9.4, 27.7, 49.7]","[46.8, 68.4, 104.4]","[35.4, 180.1, 259.6]","[35.3, 80.8, 100.0]"
2024-02-11,10.0,5.3,8.1,6.9,1.2,5.0,5.9,86.2,5.194,100.0,['rain'],0.0,4.0,75.6,27.1,174.3,993.1,99.9,16.5,20.1,1.8,1.0,27.1,20.7,07:05:38,16:59:51,"[-11.7, 0.0, 6.6]","[-17.8, -4.4, 2.4]","[-27.0, 0.0, 6.6]","[0.0, 2.0, 7.1]","[59.3, 84.7, 98.4]","[0.0, 33.4, 90.6]","[11.5, 28.1, 47.2]","[39.6, 64.1, 115.2]","[19.5, 167.8, 256.6]","[13.9, 85.9, 100.0]"
2024-02-12,7.8,4.0,5.7,5.3,0.9,2.7,3.5,85.5,0.334,29.17,['rain'],0.0,3.8,46.8,20.3,244.4,1002.6,93.2,21.0,43.2,3.7,2.0,20.3,15.0,07:03:56,17:01:33,"[-8.5, 0.1, 9.7]","[-17.9, -4.8, 6.7]","[-25.6, 0.1, 9.7]","[0.0, 1.5, 12.5]","[57.6, 81.7, 96.6]","[8.2, 35.6, 96.8]","[14.8, 25.6, 46.1]","[46.8, 68.8, 111.6]","[59.5, 202.7, 325.2]","[7.2, 71.7, 100.0]"
2024-02-13,5.7,0.1,3.5,2.8,-3.1,0.7,1.0,84.0,0.239,20.83,['rain'],0.0,3.7,54.0,21.1,332.1,1017.1,79.9,22.7,52.3,4.6,2.0,21.1,11.5,07:02:13,17:03:15,"[-7.6, -0.3, 7.6]","[-17.2, -5.3, 3.8]","[-25.3, -0.3, 7.6]","[0.0, 1.6, 9.0]","[61.6, 82.6, 94.5]","[8.2, 36.6, 100.3]","[10.8, 25.9, 44.6]","[43.2, 70.6, 111.6]","[36.7, 196.7, 332.7]","[0.0, 76.3, 100.0]"
2024-02-14,6.5,-2.3,2.0,3.1,-6.0,-1.2,-0.3,85.0,0.053,4.17,['rain'],0.0,3.6,46.8,19.0,255.2,1023.8,76.7,23.0,88.1,7.6,4.0,19.0,12.1,07:00:29,17:04:56,"[-5.0, 0.9, 7.9]","[-15.9, -4.8, 2.4]","[-22.4, 0.9, 7.9]","[0.0, 1.1, 9.5]","[64.2, 82.0, 96.8]","[7.0, 36.6, 98.3]","[15.5, 24.1, 42.8]","[39.6, 65.5, 100.8]","[20.0, 184.4, 331.8]","[0.3, 74.4, 100.0]"
2024-02-15,8.8,3.8,6.6,7.3,0.8,4.0,4.1,84.1,0.0,0.0,,0.0,3.4,46.8,16.9,227.2,1022.9,93.6,18.5,31.0,2.7,1.0,16.9,13.1,06:58:44,17:06:38,"[-5.5, 1.6, 8.4]","[-16.8, -5.1, 3.1]","[-25.8, 1.6, 8.4]","[0.0, 1.6, 8.1]","[55.5, 81.6, 96.4]","[6.1, 37.1, 96.7]","[10.4, 26.3, 41.4]","[43.2, 69.5, 93.6]","[60.6, 189.7, 332.3]","[1.0, 70.7, 100.0]"
2024-02-16,11.9,3.3,6.9,11.9,-0.9,4.1,3.2,78.7,0.0,0.0,,0.0,3.2,58.5,26.9,202.3,1022.0,46.7,28.1,120.2,10.4,5.0,26.9,19.7,06:56:57,17:08:19,"[-5.8, 1.3, 10.1]","[-11.3, -3.5, 2.2]","[-20.0, 1.3, 10.1]","[0.0, 1.8, 10.6]","[56.9, 81.0, 97.4]","[5.5, 38.4, 98.7]","[13.0, 27.7, 45.4]","[39.6, 70.9, 122.4]","[39.8, 184.7, 291.2]","[8.7, 78.2, 100.0]"
2024-02-17,6.4,3.8,5.1,3.9,-0.1,2.2,3.3,87.5,3.419,33.33,['rain'],0.0,3.0,60.7,22.5,253.7,1027.3,92.8,14.7,24.8,2.2,1.0,22.5,13.7,06:55:09,17:10:00,"[-4.9, 2.4, 11.1]","[-12.1, -3.9, 4.9]","[-18.6, 2.4, 11.1]","[0.0, 1.5, 7.0]","[54.2, 81.8, 97.7]","[5.1, 38.4, 97.2]","[14.4, 29.5, 49.0]","[43.2, 68.8, 97.6]","[30.6, 191.3, 304.3]","[0.3, 71.1, 100.0]"
2024-02-18,6.5,1.1,3.6,5.2,-2.9,1.2,0.0,78.0,0.0,0.0,,0.0,2.9,54.0,16.0,49.8,1032.3,81.3,27.3,113.1,9.6,6.0,16.0,9.7,06:53:19,17:11:41,"[-6.3, 2.5, 11.2]","[-14.4, -2.9, 2.9]","[-22.4, 2.5, 11.2]","[0.0, 1.5, 10.5]","[54.0, 84.7, 97.3]","[4.6, 38.5, 94.9]","[15.1, 26.3, 48.6]","[43.2, 67.7, 108.0]","[46.3, 202.7, 305.5]","[19.4, 79.1, 100.0]"
2024-02-19,6.1,0.8,4.2,2.5,-3.1,0.5,2.2,86.7,1.402,58.33,['rain'],0.0,2.8,61.2,25.7,235.0,1022.7,94.1,17.6,28.8,2.5,2.0,25.7,17.9,06:51:29,17:13:22,"[-5.9, 2.3, 9.3]","[-10.4, -2.9, 2.3]","[-16.4, 2.3, 9.3]","[0.0, 2.2, 21.0]","[50.2, 84.2, 97.4]","[4.3, 38.3, 92.6]","[14.0, 28.4, 48.6]","[39.6, 67.7, 111.6]","[9.5, 202.6, 280.3]","[22.1, 82.7, 100.0]"
2024-02-20,6.8,3.4,4.8,3.1,-0.5,1.4,2.7,85.9,3.389,45.83,['rain'],0.0,2.8,50.8,21.6,248.7,1023.7,90.7,21.7,44.6,3.7,3.0,21.6,16.4,06:49:37,17:15:02,"[-6.0, 2.1, 7.3]","[-11.4, -3.6, 1.2]","[-19.7, 2.1, 7.3]","[0.0, 1.3, 9.8]","[64.8, 83.2, 97.2]","[4.0, 38.5, 90.5]","[17.6, 25.9, 41.4]","[39.6, 62.6, 111.6]","[26.0, 199.5, 264.7]","[22.0, 75.2, 100.0]"
2024-02-21,6.1,2.6,4.2,2.9,-1.1,0.9,2.0,85.7,0.713,33.33,['rain'],0.0,3.7,50.4,19.1,209.9,1021.6,88.5,21.0,58.9,5.1,5.0,19.1,14.9,06:47:44,17:16:42,"[-9.0, 2.2, 9.0]","[-12.4, -3.9, 1.8]","[-20.3, 2.2, 9.0]","[0.0, 1.4, 6.1]","[52.7, 82.9, 96.2]","[3.7, 38.2, 88.2]","[12.6, 29.2, 47.5]","[39.6, 66.2, 118.8]","[38.2, 179.4, 268.1]","[17.8, 77.4, 99.2]"
2024-02-22,7.4,3.3,6.0,3.3,-1.2,1.7,1.7,74.2,0.195,8.33,['rain'],0.0,3.7,69.2,33.4,188.0,1005.7,97.2,26.7,58.0,5.1,3.0,33.4,26.8,06:45:50,17:18:22,"[-9.0, 2.8, 12.3]","[-12.2, -3.2, 7.6]","[-20.8, 2.8, 12.3]","[0.0, 0.9, 10.1]","[65.6, 82.0, 93.7]","[3.7, 35.9, 87.0]","[11.5, 31.7, 52.6]","[39.6, 65.2, 97.2]","[46.2, 176.8, 259.5]","[23.3, 78.9, 100.0]"
2024-02-23,7.9,5.4,6.2,4.4,1.6,2.9,4.4,88.3,6.877,95.83,['rain'],0.0,3.4,79.2,32.0,173.1,1000.4,99.8,15.1,18.0,1.6,1.0,32.0,18.9,06:43:55,17:20:02,"[-10.9, 2.9, 10.1]","[-13.8, -2.7, 6.2]","[-23.1, 2.9, 10.1]","[0.0, 1.9, 10.9]","[59.0, 82.3, 97.0]","[3.6, 35.3, 85.9]","[10.4, 28.1, 45.0]","[39.6, 65.2, 100.8]","[19.8, 164.0, 286.8]","[0.0, 80.5, 100.0]"
2024-02-24,8.0,3.0,5.2,4.9,-0.9,1.7,3.0,85.6,3.468,45.83,['rain'],0.0,2.5,66.4,30.8,198.7,1006.6,91.8,24.0,75.1,6.6,4.0,30.8,18.4,06:41:59,17:21:41,"[-7.6, 3.5, 14.5]","[-13.4, -3.5, 2.5]","[-21.6, 3.5, 14.5]","[0.0, 1.2, 4.0]","[50.6, 78.8, 96.4]","[3.4, 36.9, 85.4]","[13.0, 28.1, 41.4]","[39.6, 74.5, 172.8]","[34.9, 174.3, 274.2]","[6.5, 71.8, 100.0]"
2024-02-25,9.6,0.9,5.4,6.8,-3.4,2.0,1.7,78.8,0.0,0.0,,0.0,3.0,68.4,25.7,169.3,1009.5,67.8,30.1,110.0,9.6,5.0,25.7,16.9,06:40:02,17:23:20,"[-11.2, 3.4, 13.3]","[-15.1, -3.4, 4.3]","[-24.8, 3.4, 13.3]","[0.0, 0.9, 10.0]","[54.5, 78.5, 92.0]","[3.4, 37.4, 88.9]","[16.2, 27.4, 37.8]","[46.8, 67.7, 93.6]","[37.0, 187.2, 254.3]","[0.0, 68.5, 100.0]"
2024-02-26,11.6,1.8,6.5,11.6,-2.2,3.8,3.0,79.3,0.0,0.0,,0.0,2.4,72.0,28.6,162.6,1006.6,71.3,26.2,90.5,7.8,5.0,28.6,18.4,06:38:05,17:24:59,"[-10.6, 3.1, 13.0]","[-15.5, -3.2, 0.5]","[-25.3, 3.1, 13.0]","[0.0, 1.1, 6.2]","[54.9, 80.7, 97.2]","[3.4, 37.0, 90.6]","[14.0, 28.1, 41.8]","[43.2, 65.9, 108.0]","[34.3, 173.1, 258.5]","[0.0, 75.4, 99.7]"
2024-02-27,14.3,4.0,9.1,14.3,0.6,7.5,5.1,77.0,0.281,25.0,['rain'],0.0,2.5,79.2,20.0,174.4,1012.4,86.8,21.3,116.9,10.0,5.0,20.0,14.3,06:36:06,17:26:38,"[-12.3, 3.2, 12.0]","[-15.1, -3.2, 3.3]","[-26.4, 3.2, 12.0]","[0.0, 1.4, 8.7]","[55.6, 79.4, 94.0]","[3.3, 31.5, 93.4]","[13.7, 28.1, 42.5]","[46.8, 66.2, 100.8]","[31.0, 181.5, 329.0]","[2.6, 71.3, 100.0]"
2024-02-28,10.2,6.1,7.9,10.2,3.9,6.1,6.2,88.9,0.604,16.67,['rain'],0.0,2.3,54.0,14.4,343.2,1018.6,96.3,11.2,77.5,6.8,4.0,14.4,11.4,06:34:07,17:28:16,"[-10.4, 3.3, 11.9]","[-16.0, -3.4, 3.0]","[-25.8, 3.3, 11.9]","[0.0, 1.5, 10.5]","[61.6, 79.9, 91.8]","[0.0, 27.9, 95.1]","[13.3, 28.1, 50.0]","[46.8, 70.2, 126.0]","[39.8, 185.7, 267.5]","[4.5, 68.8, 98.8]"
2024-02-29,10.4,5.1,7.1,10.4,2.6,5.3,5.6,90.4,0.0,0.0,,0.0,2.0,54.0,13.5,32.9,1019.0,81.9,6.5,105.5,9.2,5.0,13.5,10.4,06:32:07,17:29:54,"[-10.4, 3.3, 11.9]","[-16.0, -3.4, 3.0]","[-25.8, 3.3, 11.9]","[0.0, 1.5, 10.5]","[61.6, 79.9, 91.8]","[0.0, 27.9, 95.1]","[13.3, 28.1, 50.0]","[46.8, 70.2, 126.0]","[39.8, 185.7, 267.5]","[4.5, 68.8, 98.8]"
2024-03-01,11.2,4.1,7.6,11.2,0.8,5.5,5.6,87.6,1.894,25.0,['rain'],0.0,1.8,75.6,17.2,142.7,1010.7,89.2,12.0,50.3,4.2,3.0,17.2,12.9,06:30:06,17:31:32,"[-6.8, 3.6, 8.2]","[-17.8, -2.5, 3.9]","[-27.7, 3.6, 8.2]","[0.0, 2.5, 11.5]","[64.5, 82.0, 96.6]","[0.0, 27.1, 93.9]","[14.0, 28.4, 49.0]","[50.4, 68.4, 122.4]","[13.5, 180.2, 275.6]","[2.7, 76.1, 100.0]"
2024-03-02,9.4,4.8,7.2,7.5,1.9,5.0,6.1,92.5,0.878,33.33,['rain'],0.0,1.5,75.6,15.9,150.2,1010.2,92.1,9.7,56.5,4.9,2.0,15.9,11.8,06:28:04,17:33:09,"[-7.4, 3.4, 10.4]","[-15.4, -3.3, 3.0]","[-23.7, 3.4, 10.4]","[0.0, 0.9, 9.8]","[56.7, 77.0, 91.2]","[2.8, 36.6, 91.7]","[14.4, 27.0, 44.3]","[46.8, 72.7, 126.0]","[44.3, 190.6, 283.3]","[13.3, 65.8, 97.9]"
2024-03-03,12.2,5.7,8.9,12.2,2.4,7.1,4.7,76.1,0.0,0.0,,0.0,1.4,68.4,26.2,153.3,1007.6,75.7,27.4,98.7,8.6,6.0,26.2,17.9,06:26:02,17:34:46,"[-6.4, 3.5, 12.2]","[-14.5, -3.1, 2.7]","[-22.5, 3.5, 12.2]","[0.0, 1.0, 9.6]","[60.4, 77.4, 95.4]","[2.7, 36.3, 90.1]","[13.0, 28.4, 46.4]","[43.2, 73.8, 111.6]","[37.3, 192.1, 268.2]","[20.9, 73.6, 97.8]"
2024-03-04,14.2,3.4,8.4,14.2,-0.2,6.6,3.7,74.6,0.171,4.17,['rain'],0.0,1.2,75.6,23.7,202.2,1007.3,33.1,34.1,158.3,13.7,6.0,23.7,14.4,06:23:59,17:36:23,"[-1.8, 3.7, 14.6]","[-13.9, -2.9, 5.6]","[-19.2, 3.7, 14.6]","[0.0, 1.4, 6.5]","[57.3, 77.5, 92.8]","[2.5, 36.5, 90.3]","[11.5, 25.6, 55.8]","[39.6, 65.2, 108.0]","[28.3, 171.2, 282.8]","[8.8, 74.0, 99.6]"
2024-03-05,6.9,4.0,5.4,4.9,0.9,2.9,3.7,88.5,0.865,37.5,['rain'],0.0,1.1,26.3,14.4,17.7,1013.7,96.6,6.9,64.0,5.7,4.0,14.4,11.4,06:21:55,17:38:00,"[-5.2, 3.5, 12.4]","[-12.4, -3.7, 4.8]","[-19.3, 3.5, 12.4]","[0.0, 0.9, 7.0]","[48.5, 75.2, 92.8]","[2.5, 36.5, 90.7]","[15.1, 28.1, 56.9]","[43.2, 70.9, 111.6]","[34.5, 169.1, 333.4]","[1.2, 63.1, 96.8]"
2024-03-06,4.8,1.0,3.0,1.2,-2.9,-1.1,0.5,84.2,0.361,20.83,['rain'],0.0,0.9,46.3,25.5,25.3,1020.0,68.5,8.8,153.4,13.4,6.0,25.5,17.8,06:19:51,17:39:36,"[-5.6, 3.0, 13.9]","[-16.0, -3.5, 3.0]","[-23.3, 3.0, 13.9]","[0.0, 1.1, 10.4]","[61.6, 75.6, 92.7]","[2.5, 36.3, 94.7]","[14.8, 29.2, 49.0]","[39.6, 69.1, 133.2]","[33.1, 177.3, 282.5]","[10.5, 60.1, 99.7]"
2024-03-07,3.0,0.6,1.3,-1.4,-4.9,-3.6,-1.0,84.8,0.484,45.83,"['rain', 'snow']",0.0,0.7,49.4,24.0,39.7,1022.1,96.4,9.0,81.0,7.1,5.0,24.0,19.9,06:17:46,17:41:12,"[-5.3, 4.3, 18.1]","[-10.8, -2.6, 5.7]","[-16.8, 4.3, 18.1]","[0.0, 1.3, 15.6]","[54.8, 75.8, 94.6]","[2.4, 36.2, 102.3]","[13.0, 27.0, 50.4]","[39.6, 62.6, 100.8]","[74.0, 189.4, 254.0]","[7.9, 67.6, 100.0]"
2024-03-08,5.2,-0.3,2.0,2.8,-4.3,-1.0,-0.7,82.4,0.0,0.0,,0.0,0.8,43.2,15.5,26.7,1020.9,77.7,11.7,72.3,6.1,4.0,15.5,10.6,06:15:41,17:42:48,"[-1.6, 4.4, 10.8]","[-13.5, -2.7, 3.8]","[-19.5, 4.4, 10.8]","[0.0, 1.5, 10.1]","[49.4, 77.9, 96.1]","[2.1, 36.1, 105.3]","[13.0, 23.8, 40.0]","[39.6, 58.7, 93.6]","[76.4, 194.0, 283.3]","[16.2, 65.0, 99.2]"
2024-03-09,7.2,0.6,4.5,3.6,-3.5,0.5,0.0,73.8,0.0,0.0,,0.0,1.0,68.4,24.9,153.4,1014.2,84.0,19.3,69.4,6.0,3.0,24.9,19.8,06:13:35,17:44:24,"[-4.0, 4.3, 10.1]","[-10.9, -2.9, 1.7]","[-18.8, 4.3, 10.1]","[0.0, 1.9, 11.4]","[44.8, 78.0, 99.0]","[1.9, 36.3, 106.5]","[10.4, 25.6, 50.8]","[39.6, 62.6, 111.6]","[25.4, 171.8, 263.1]","[2.5, 65.1, 100.0]"
