datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,windspeedmax,windspeedmean,sunrise,sunset,normal.tempmax,normal.tempmin,normal.feelslike,normal.precip,normal.humidity,normal.snowdepth,normal.windspeed,normal.windgust,normal.winddir,normal.cloudcover
2024-07-27,29.1,15.8,23.1,28.7,15.8,23.0,13.0,54.4,0.0,0.0,,0.0,0.0,57.6,20.0,215.1,1014.5,40.8,43.1,302.2,26.0,8.0,20.0,12.4,05:13:05,20:35:29,"[16.1, 23.8, 31.0]","[9.3, 14.0, 17.5]","[8.0, 23.8, 29.5]","[0.0, 2.2, 13.6]","[47.5, 71.7, 88.7]","[0.0, 0.0, 0.0]","[11.9, 20.2, 37.4]","[32.4, 50.4, 75.6]","[58.2, 179.1, 285.5]","[18.9, 53.8, 92.8]"
2024-07-28,22.7,14.6,20.2,22.7,14.6,20.2,13.6,66.1,0.379,20.83,['rain'],0.0,0.0,79.2,22.8,264.6,1018.0,68.9,36.4,146.5,12.6,6.0,22.8,18.0,05:14:24,20:34:07,"[15.7, 24.9, 33.1]","[11.4, 14.4, 19.2]","[11.4, 24.9, 34.8]","[0.0, 2.8, 12.0]","[44.7, 71.9, 87.5]","[0.0, 0.0, 0.0]","[11.9, 22.3, 29.5]","[39.6, 56.9, 75.6]","[42.5, 178.1, 263.8]","[11.5, 52.3, 98.9]"
2024-07-29,22.4,10.9,16.7,22.4,10.9,16.7,8.9,63.0,0.0,0.0,,0.0,0.0,43.2,17.6,337.0,1022.4,23.0,43.1,311.5,26.8,9.0,17.6,12.0,05:15:44,20:32:42,"[14.2, 24.2, 32.9]","[11.2, 14.9, 19.2]","[11.2, 24.2, 32.2]","[0.0, 2.1, 11.2]","[53.4, 73.2, 89.9]","[0.0, 0.0, 0.0]","[10.8, 21.2, 28.4]","[39.6, 52.9, 86.4]","[48.6, 185.6, 252.7]","[4.1, 54.6, 99.2]"
2024-07-30,23.6,10.3,17.3,23.6,10.3,17.3,9.3,62.0,0.0,0.0,,0.0,0.0,19.1,12.3,359.5,1020.1,13.1,42.7,294.8,25.4,8.0,12.3,8.1,05:17:05,20:31:15,"[14.6, 23.2, 30.2]","[9.2, 14.3, 19.9]","[6.4, 23.2, 31.8]","[0.0, 4.1, 25.5]","[60.3, 75.1, 95.5]","[0.0, 0.0, 0.6]","[14.4, 22.7, 30.6]","[39.6, 56.9, 75.6]","[36.2, 203.9, 287.2]","[24.0, 58.8, 100.0]"
2024-07-31,28.7,13.1,21.0,27.7,13.1,20.8,10.3,54.2,0.0,0.0,,0.0,0.0,27.0,15.2,241.2,1014.9,23.7,42.7,295.8,25.8,8.0,15.2,10.3,05:18:27,20:29:47,"[14.3, 23.1, 29.9]","[8.4, 14.2, 18.5]","[6.0, 23.1, 29.8]","[0.0, 7.8, 56.4]","[54.6, 74.7, 95.4]","[0.0, 0.0, 0.7]","[12.6, 19.8, 25.2]","[39.6, 50.0, 64.8]","[41.8, 172.6, 269.2]","[13.1, 62.4, 100.0]"
2024-08-01,23.7,17.1,19.9,23.7,17.1,19.9,13.3,66.3,0.0,0.0,,0.0,0.0,39.6,15.5,24.5,1011.5,73.0,33.7,160.5,13.9,7.0,15.5,9.0,05:19:49,20:28:16,"[17.2, 23.5, 31.5]","[7.7, 13.9, 18.1]","[7.7, 23.5, 31.4]","[0.0, 3.2, 29.8]","[53.0, 74.2, 95.4]","[0.0, 0.0, 0.0]","[13.0, 18.4, 46.8]","[28.8, 50.0, 75.6]","[41.3, 158.3, 291.8]","[0.8, 56.8, 99.9]"
2024-08-02,23.1,15.5,18.6,23.1,15.5,18.6,15.2,81.1,0.008,4.17,['rain'],0.0,0.0,27.7,19.7,301.9,1008.1,86.5,23.4,120.7,10.6,7.0,19.7,9.0,05:21:11,20:26:44,"[19.7, 25.1, 29.9]","[7.9, 14.2, 20.9]","[5.7, 25.1, 29.3]","[0.0, 1.8, 20.0]","[56.8, 69.5, 90.5]","[0.0, 0.0, 0.0]","[11.5, 19.1, 27.7]","[39.6, 55.8, 90.0]","[69.3, 191.3, 271.5]","[5.9, 46.8, 80.1]"
2024-08-03,19.9,13.6,16.3,19.9,13.6,16.3,12.4,78.9,9.394,12.5,['rain'],0.0,0.0,43.2,18.6,347.9,1010.2,78.3,30.3,195.7,17.0,9.0,18.6,13.6,05:22:35,20:25:11,"[19.0, 24.1, 31.6]","[10.8, 14.8, 18.4]","[10.8, 24.1, 30.6]","[0.0, 2.0, 16.9]","[54.0, 72.2, 84.1]","[0.0, 0.0, 0.0]","[10.8, 18.7, 28.8]","[39.6, 51.5, 68.4]","[55.0, 188.8, 284.9]","[8.7, 58.8, 96.2]"
2024-08-04,21.3,11.7,16.7,21.3,11.7,16.7,13.1,80.3,0.016,4.17,['rain'],0.0,0.0,29.9,18.9,273.7,1012.6,66.3,26.7,159.3,14.0,6.0,18.9,11.2,05:23:58,20:23:35,"[15.1, 23.1, 32.1]","[11.4, 14.0, 18.1]","[11.4, 23.1, 32.5]","[0.0, 4.7, 31.5]","[53.7, 74.9, 95.4]","[0.0, 0.0, 0.0]","[11.5, 20.5, 42.8]","[39.6, 55.4, 104.4]","[55.0, 182.5, 281.1]","[25.7, 59.5, 100.0]"
2024-08-05,17.8,13.9,15.5,17.8,13.9,15.5,12.6,83.5,2.068,12.5,['rain'],0.0,0.0,30.6,14.4,335.5,1013.6,76.5,22.6,134.2,11.5,6.0,14.4,9.5,05:25:22,20:21:58,"[15.1, 23.5, 30.6]","[7.4, 14.1, 18.9]","[5.1, 23.5, 29.7]","[0.0, 4.1, 52.1]","[55.6, 74.8, 96.0]","[0.0, 0.0, 0.0]","[12.2, 21.2, 30.6]","[32.4, 55.4, 82.8]","[28.3, 161.8, 261.2]","[13.3, 52.7, 99.9]"
2024-08-06,21.9,12.1,16.9,21.9,12.1,16.9,10.2,67.1,0.856,4.17,['rain'],0.0,0.0,54.0,12.1,5.6,1014.9,37.1,39.8,283.2,24.6,9.0,12.1,9.1,05:26:47,20:20:20,"[16.5, 23.0, 31.4]","[7.1, 13.8, 18.6]","[6.0, 23.0, 31.1]","[0.0, 4.3, 20.4]","[57.2, 75.6, 91.6]","[0.0, 0.0, 0.0]","[12.6, 21.2, 40.7]","[39.6, 57.2, 82.8]","[25.7, 149.1, 284.5]","[10.3, 58.1, 93.8]"
2024-08-07,25.9,11.8,19.2,25.9,11.8,19.2,11.6,64.4,0.0,0.0,,0.0,0.0,46.8,14.5,241.7,1013.5,39.5,41.3,263.2,22.7,9.0,14.5,8.2,05:28:12,20:18:40,"[19.1, 23.8, 32.1]","[8.1, 13.8, 19.5]","[6.7, 23.8, 31.5]","[0.0, 2.7, 17.1]","[54.3, 71.7, 94.7]","[0.0, 0.0, 0.0]","[12.2, 20.2, 30.6]","[39.6, 59.0, 90.0]","[41.5, 148.5, 244.0]","[5.5, 48.4, 97.0]"
2024-08-08,26.1,16.0,19.1,26.1,16.0,19.1,14.7,76.6,0.819,33.33,['rain'],0.0,0.0,46.8,20.7,306.7,1013.9,78.1,29.0,178.8,15.2,8.0,20.7,9.8,05:29:37,20:16:58,"[14.2, 23.5, 34.3]","[8.0, 13.6, 20.0]","[5.9, 23.5, 32.8]","[0.0, 4.2, 33.6]","[47.2, 70.0, 94.2]","[0.0, 0.0, 0.0]","[12.6, 22.7, 39.2]","[28.8, 55.8, 86.4]","[41.9, 179.9, 301.4]","[6.5, 51.5, 96.1]"
2024-08-09,23.7,14.5,18.6,23.7,14.5,18.6,13.4,73.9,8.252,4.17,['rain'],0.0,0.0,24.5,11.6,314.2,1017.0,63.0,29.2,282.0,24.4,8.0,11.6,8.8,05:31:03,20:15:15,"[14.6, 23.6, 31.8]","[8.2, 13.4, 18.8]","[5.1, 23.6, 30.9]","[0.0, 2.4, 21.0]","[51.3, 71.0, 90.0]","[0.0, 0.0, 0.0]","[11.9, 21.2, 28.8]","[39.6, 52.9, 72.0]","[51.1, 172.8, 288.7]","[25.9, 49.4, 88.7]"
2024-08-10,26.5,15.9,20.9,26.5,15.9,20.9,14.2,67.1,0.0,0.0,,0.0,0.0,27.0,16.6,274.2,1018.9,40.6,38.1,273.8,23.4,9.0,16.6,10.6,05:32:28,20:13:31,"[12.3, 22.8, 30.6]","[6.6, 13.2, 19.3]","[3.9, 22.8, 31.3]","[0.0, 3.5, 22.8]","[55.9, 72.8, 94.2]","[0.0, 0.0, 0.0]","[13.0, 21.2, 36.0]","[39.6, 51.5, 68.4]","[28.3, 174.4, 252.1]","[11.4, 54.2, 99.6]"
2024-08-11,27.8,15.6,21.5,27.6,15.6,21.5,13.8,63.9,0.0,0.0,,0.0,0.0,28.8,16.8,333.2,1019.6,19.1,41.5,256.8,22.1,8.0,16.8,10.4,05:33:54,20:11:45,"[13.0, 22.5, 32.0]","[6.5, 13.1, 19.0]","[3.7, 22.5, 31.1]","[0.0, 4.3, 30.5]","[53.7, 74.7, 89.5]","[0.0, 0.0, 0.0]","[9.4, 20.5, 37.1]","[39.6, 56.2, 68.4]","[57.5, 174.9, 272.7]","[19.0, 55.7, 94.6]"
2024-08-12,27.5,14.1,21.3,27.3,14.1,21.3,13.0,62.2,0.0,0.0,,0.0,0.0,28.1,11.2,11.5,1016.3,23.5,30.4,271.7,23.4,8.0,11.2,7.5,05:35:21,20:09:58,"[14.5, 22.3, 31.9]","[6.2, 12.6, 19.1]","[3.9, 22.3, 30.9]","[0.0, 3.1, 23.3]","[55.2, 72.9, 89.0]","[0.0, 0.0, 0.0]","[9.7, 19.8, 38.5]","[39.6, 51.8, 97.2]","[55.1, 187.3, 259.2]","[13.6, 55.1, 92.1]"
2024-08-13,28.1,16.2,22.3,27.6,16.2,22.2,12.1,54.5,0.0,0.0,,0.0,0.0,29.2,13.9,31.7,1013.1,35.0,42.2,275.8,23.9,8.0,13.9,10.6,05:36:47,20:08:10,"[15.8, 21.9, 31.8]","[8.7, 13.3, 19.4]","[7.4, 21.9, 31.2]","[0.0, 4.2, 26.3]","[54.0, 77.0, 93.6]","[0.0, 0.0, 0.0]","[14.4, 23.8, 34.2]","[25.2, 55.4, 100.8]","[38.8, 196.0, 254.3]","[21.5, 64.3, 93.8]"
2024-08-14,31.3,15.1,23.4,31.2,15.1,23.4,13.9,57.1,0.0,0.0,,0.0,0.0,24.1,13.0,4.8,1012.7,14.0,40.3,266.2,23.2,8.0,13.0,8.4,05:38:14,20:06:21,"[15.0, 22.0, 30.0]","[7.1, 13.3, 17.8]","[4.6, 22.0, 29.2]","[0.0, 3.5, 40.1]","[61.2, 76.1, 93.1]","[0.0, 0.0, 0.0]","[13.3, 21.2, 36.0]","[28.8, 52.6, 97.2]","[51.5, 203.5, 291.3]","[34.4, 62.0, 100.0]"
2024-08-15,27.6,20.1,22.9,28.1,20.1,22.9,16.4,67.6,0.328,4.17,['rain'],0.0,0.0,50.4,16.8,284.4,1014.9,59.0,32.0,191.4,16.7,9.0,16.8,9.4,05:39:40,20:04:30,"[14.9, 22.9, 31.2]","[7.4, 12.6, 17.6]","[5.1, 22.9, 30.2]","[0.0, 5.4, 32.1]","[60.4, 73.8, 89.5]","[0.0, 0.0, 0.0]","[12.6, 21.2, 39.6]","[28.8, 54.7, 111.6]","[75.4, 189.9, 277.0]","[18.9, 52.5, 98.0]"
2024-08-16,30.4,17.2,23.9,30.1,17.2,23.9,16.1,64.8,0.0,0.0,,0.0,0.0,20.9,11.5,306.6,1015.3,26.5,31.7,242.0,21.0,8.0,11.5,7.2,05:41:07,20:02:38,"[13.9, 22.2, 30.0]","[7.5, 12.6, 17.5]","[5.5, 22.2, 29.2]","[0.0, 4.2, 34.8]","[58.3, 74.8, 96.4]","[0.0, 0.0, 0.0]","[10.8, 20.5, 32.0]","[39.6, 57.2, 97.2]","[65.9, 185.1, 282.5]","[19.4, 54.5, 100.0]"
2024-08-17,27.6,19.2,22.4,28.6,19.2,22.5,17.5,74.8,7.507,37.5,['rain'],0.0,0.1,43.2,16.8,15.0,1012.3,77.8,26.4,173.4,14.9,8.0,16.8,9.8,05:42:34,20:00:45,"[16.4, 21.9, 28.4]","[9.1, 12.8, 16.7]","[7.5, 21.9, 28.0]","[0.0, 2.1, 20.0]","[55.7, 75.6, 91.8]","[0.0, 0.0, 0.0]","[9.7, 19.8, 33.8]","[37.4, 53.3, 82.8]","[28.5, 169.3, 239.4]","[8.5, 55.6, 97.2]"
2024-08-18,27.4,18.3,21.9,28.1,18.3,22.1,17.9,79.7,12.099,8.33,['rain'],0.0,0.0,57.6,23.2,279.9,1008.2,75.9,20.8,235.8,20.3,8.0,23.2,9.7,05:44:01,19:58:51,"[16.7, 23.9, 31.3]","[9.2, 13.2, 16.3]","[7.3, 23.9, 30.9]","[0.0, 1.1, 10.4]","[52.5, 70.3, 90.8]","[0.0, 0.0, 0.0]","[13.3, 22.3, 40.3]","[39.6, 54.4, 100.8]","[43.4, 175.2, 239.8]","[15.7, 47.4, 93.0]"
2024-08-19,21.5,17.2,18.9,21.5,17.2,18.9,16.7,87.1,4.938,16.67,['rain'],0.0,0.0,75.6,21.7,355.7,1012.0,89.7,25.3,174.9,15.1,8.0,21.7,13.3,05:45:28,19:56:56,"[15.1, 23.4, 31.3]","[10.1, 13.8, 18.3]","[10.1, 23.4, 31.0]","[0.0, 4.5, 56.8]","[55.3, 72.9, 96.1]","[0.0, 0.0, 0.0]","[12.2, 22.0, 34.6]","[39.6, 57.2, 86.4]","[55.8, 182.0, 281.5]","[3.8, 48.7, 92.9]"
2024-08-20,23.9,16.9,19.8,23.9,16.9,19.8,16.0,79.5,0.405,4.17,['rain'],0.0,0.0,40.7,18.6,35.4,1014.1,67.4,20.5,223.8,19.5,7.0,18.6,13.8,05:46:56,19:55:00,"[15.1, 23.0, 31.9]","[7.5, 13.4, 17.5]","[5.0, 23.0, 30.6]","[0.0, 4.4, 33.2]","[46.3, 74.2, 92.5]","[0.0, 0.0, 0.0]","[11.5, 19.8, 28.8]","[39.6, 55.1, 79.2]","[57.1, 184.3, 271.9]","[1.8, 50.1, 99.7]"
2024-08-21,21.4,16.4,19.2,21.4,16.4,19.2,15.6,80.4,0.848,8.33,['rain'],0.0,0.0,57.6,23.8,286.5,1012.0,70.7,20.5,96.7,8.4,4.0,23.8,12.7,05:48:23,19:53:03,"[15.3, 21.9, 27.7]","[8.9, 12.5, 17.2]","[7.7, 21.9, 27.2]","[0.0, 4.0, 28.4]","[55.1, 75.4, 96.8]","[0.0, 0.0, 0.0]","[14.0, 19.8, 27.0]","[43.2, 55.4, 90.0]","[31.4, 187.2, 278.2]","[7.0, 50.9, 99.9]"
2024-08-22,20.9,11.6,16.0,20.9,11.6,16.0,8.7,63.7,0.0,0.0,,0.0,0.0,18.4,12.7,354.5,1016.2,84.1,41.6,208.3,18.0,8.0,12.7,7.3,05:49:50,19:51:05,"[15.2, 21.7, 29.0]","[7.4, 12.4, 16.7]","[5.6, 21.7, 28.9]","[0.0, 1.9, 16.2]","[61.1, 77.0, 97.2]","[0.0, 0.0, 0.0]","[14.0, 21.6, 31.7]","[39.6, 54.4, 82.8]","[43.3, 176.6, 324.2]","[5.0, 56.5, 100.0]"
2024-08-23,26.6,11.3,18.8,26.6,11.3,18.8,10.5,61.1,0.0,0.0,,0.0,0.0,35.3,18.0,230.0,1014.8,42.3,42.7,248.2,21.5,8.0,18.0,11.8,05:51:18,19:49:06,"[17.3, 22.3, 30.3]","[7.4, 12.7, 17.3]","[6.0, 22.3, 29.0]","[0.0, 3.3, 22.2]","[52.7, 76.5, 97.0]","[0.0, 0.0, 0.0]","[11.9, 20.2, 33.5]","[43.2, 56.9, 82.8]","[55.5, 178.0, 262.3]","[11.1, 54.4, 97.8]"
2024-08-24,30.7,15.1,23.0,30.2,15.1,22.9,14.6,62.2,0.0,0.0,,0.0,0.0,29.9,14.0,275.0,1015.5,24.7,33.0,244.7,21.2,7.0,14.0,9.7,05:52:45,19:47:07,"[12.3, 22.0, 29.5]","[7.1, 13.0, 18.0]","[4.6, 22.0, 30.0]","[0.0, 4.4, 51.5]","[60.8, 76.5, 95.4]","[0.0, 0.0, 0.0]","[10.4, 23.4, 43.2]","[39.6, 58.7, 90.0]","[41.8, 179.5, 325.8]","[19.8, 62.1, 98.3]"
2024-08-25,29.6,18.2,22.9,29.6,18.2,23.0,14.9,61.5,0.0,0.0,,0.0,0.0,72.0,23.5,336.3,1015.2,48.5,31.9,233.8,20.2,7.0,23.5,17.9,05:54:12,19:45:06,"[15.5, 21.4, 26.6]","[5.0, 12.4, 19.3]","[1.8, 21.4, 26.6]","[0.0, 1.7, 14.2]","[64.1, 75.6, 95.8]","[0.0, 0.0, 0.0]","[10.4, 21.2, 38.9]","[39.6, 56.9, 97.2]","[60.9, 183.4, 284.0]","[11.0, 53.3, 96.0]"
2024-08-26,22.1,15.3,18.4,22.1,15.3,18.4,13.2,71.7,0.19,4.17,['rain'],0.0,0.0,50.0,22.9,26.8,1020.3,77.7,25.7,230.3,19.9,7.0,22.9,19.5,05:55:40,19:43:05,"[13.4, 21.8, 30.5]","[8.5, 12.4, 18.0]","[6.0, 21.8, 31.1]","[0.0, 2.6, 15.0]","[61.4, 75.2, 89.3]","[0.0, 0.0, 0.0]","[11.5, 22.0, 32.4]","[28.8, 58.7, 90.0]","[60.0, 206.8, 258.9]","[2.8, 56.0, 97.8]"
2024-08-27,23.6,15.6,19.5,23.6,15.6,19.5,13.7,69.4,0.0,0.0,,0.0,0.0,44.6,20.6,33.5,1021.0,69.6,27.2,229.3,19.8,7.0,20.6,17.7,05:57:07,19:41:03,"[14.7, 21.9, 28.5]","[6.5, 11.9, 16.2]","[4.1, 21.9, 28.0]","[0.0, 0.9, 5.8]","[52.3, 73.9, 89.8]","[0.0, 0.0, 0.0]","[10.8, 22.7, 37.4]","[39.6, 59.4, 100.8]","[65.3, 206.1, 292.2]","[1.4, 53.1, 92.5]"
2024-08-28,28.5,16.3,22.7,29.0,16.3,22.8,16.3,68.8,0.0,0.0,,0.0,0.0,23.8,14.9,46.3,1019.7,31.9,25.1,229.7,19.8,7.0,14.9,9.9,05:58:34,19:39:00,"[15.7, 21.6, 29.1]","[6.1, 11.2, 17.2]","[3.9, 21.6, 28.9]","[0.0, 2.6, 32.6]","[62.4, 74.7, 92.3]","[0.0, 0.0, 0.0]","[8.6, 19.8, 32.4]","[39.6, 55.8, 86.4]","[100.7, 205.1, 276.4]","[4.3, 51.8, 94.6]"
2024-08-29,29.4,17.5,23.2,29.4,17.5,23.2,15.5,64.5,0.0,0.0,,0.0,0.0,18.7,11.3,15.9,1017.8,26.4,22.4,231.5,20.1,7.0,11.3,7.7,06:00:02,19:36:57,"[14.1, 21.2, 29.0]","[5.6, 11.9, 17.2]","[2.1, 21.2, 29.2]","[0.0, 2.3, 16.6]","[63.4, 75.4, 91.6]","[0.0, 0.0, 0.0]","[9.4, 20.5, 42.8]","[43.2, 58.7, 93.6]","[41.0, 184.0, 286.5]","[13.8, 54.7, 93.0]"
2024-08-30,29.7,16.1,22.8,29.0,16.1,22.6,13.9,60.3,0.0,0.0,,0.0,0.0,15.1,9.9,5.1,1017.5,11.5,24.6,238.3,20.4,7.0,9.9,7.7,06:01:29,19:34:53,"[11.6, 20.8, 31.4]","[7.6, 11.5, 17.9]","[4.0, 20.8, 30.5]","[0.0, 1.5, 8.8]","[59.1, 74.3, 94.6]","[0.0, 0.0, 0.0]","[11.9, 20.9, 36.0]","[39.6, 54.4, 97.2]","[72.1, 192.7, 260.2]","[1.1, 52.5, 95.4]"
2024-08-31,25.5,16.6,20.9,25.5,16.6,20.9,15.1,70.0,0.0,0.0,,0.0,0.0,40.7,25.6,25.0,1019.8,36.7,22.1,223.3,19.3,7.0,25.6,14.7,06:02:56,19:32:48,"[10.6, 20.1, 31.7]","[5.9, 10.9, 16.5]","[2.5, 20.1, 30.4]","[0.0, 7.0, 67.5]","[51.1, 76.1, 95.2]","[0.0, 0.0, 0.0]","[9.4, 21.6, 37.8]","[39.6, 59.8, 104.4]","[39.5, 187.2, 305.3]","[2.9, 56.8, 100.0]"
2024-09-01,24.6,17.3,20.3,24.6,17.3,20.3,15.5,74.8,0.0,0.0,,0.0,0.0,39.6,19.4,38.8,1018.7,47.5,18.8,218.7,19.0,7.0,19.4,14.5,06:04:24,19:30:43,"[11.5, 19.2, 31.5]","[6.9, 10.6, 16.2]","[4.8, 19.2, 30.5]","[0.0, 7.7, 43.7]","[54.4, 78.2, 97.2]","[0.0, 0.0, 0.0]","[11.9, 21.2, 29.5]","[39.6, 55.1, 111.6]","[30.3, 182.8, 327.7]","[4.7, 62.4, 100.0]"
2024-09-02,28.3,16.0,21.5,28.0,16.0,21.5,14.5,67.0,0.0,0.0,,0.0,0.0,23.8,12.8,38.1,1014.7,46.0,21.9,211.3,18.2,7.0,12.8,7.8,06:05:51,19:28:37,"[12.3, 18.5, 23.6]","[6.3, 10.4, 14.8]","[3.0, 18.5, 23.6]","[0.0, 4.0, 24.9]","[61.4, 78.0, 96.6]","[0.0, 0.0, 0.0]","[9.4, 19.1, 29.9]","[39.6, 55.1, 75.6]","[28.5, 176.3, 288.1]","[7.4, 63.7, 99.5]"
2024-09-03,29.9,17.0,23.2,28.8,17.0,22.9,13.1,56.0,0.0,0.0,,0.0,0.0,43.2,11.8,39.4,1016.2,51.3,27.0,225.4,19.3,7.0,11.8,8.4,06:07:18,19:26:31,"[11.0, 19.5, 25.8]","[5.7, 10.4, 15.2]","[3.2, 19.5, 25.8]","[0.0, 2.7, 19.4]","[62.4, 76.6, 93.4]","[0.0, 0.0, 0.0]","[11.5, 20.9, 36.0]","[28.8, 58.3, 79.2]","[38.0, 175.5, 314.5]","[17.0, 60.1, 100.0]"
2024-09-04,29.7,16.6,22.9,28.6,16.6,22.7,12.5,54.9,0.0,0.0,,0.0,0.0,43.2,13.1,30.1,1015.5,27.6,27.8,253.8,21.9,7.0,13.1,7.8,06:08:45,19:24:24,"[11.1, 19.3, 26.3]","[6.3, 10.8, 16.2]","[2.8, 19.3, 26.3]","[0.0, 2.6, 13.5]","[65.4, 77.6, 92.8]","[0.0, 0.0, 0.0]","[10.8, 20.5, 36.7]","[39.6, 57.2, 90.0]","[43.3, 189.0, 288.3]","[8.3, 60.7, 100.0]"
2024-09-05,27.6,16.2,21.4,27.0,16.2,21.3,11.1,54.4,0.0,0.0,,0.0,0.0,30.2,20.0,52.3,1014.4,40.4,30.3,171.2,14.6,7.0,20.0,12.3,06:10:13,19:22:17,"[7.7, 19.4, 27.4]","[3.4, 10.6, 14.7]","[-3.5, 19.4, 27.2]","[0.0, 2.7, 32.1]","[66.7, 77.5, 91.3]","[0.0, 0.0, 0.0]","[9.0, 22.0, 50.4]","[43.2, 63.0, 100.8]","[33.8, 157.0, 269.7]","[21.0, 55.9, 94.3]"
2024-09-06,27.0,13.2,19.9,26.4,13.2,19.9,9.3,52.4,0.0,0.0,,0.0,0.0,68.4,15.2,65.3,1014.4,44.4,30.3,195.1,16.6,7.0,15.2,11.5,06:11:40,19:20:09,"[12.7, 18.7, 27.1]","[3.2, 9.4, 14.7]","[0.9, 18.7, 27.1]","[0.0, 5.3, 49.9]","[67.1, 78.5, 96.8]","[0.0, 0.0, 0.0]","[11.5, 20.2, 36.7]","[43.2, 56.5, 97.2]","[35.0, 178.1, 259.9]","[11.3, 56.4, 100.0]"
2024-09-07,27.9,15.6,21.3,27.5,15.6,21.3,12.9,61.0,0.0,0.0,,0.0,0.0,39.6,15.1,98.5,1016.0,45.4,30.2,198.2,17.1,8.0,15.1,11.3,06:13:07,19:18:01,"[10.9, 19.3, 24.1]","[3.9, 9.8, 16.3]","[0.9, 19.3, 24.1]","[0.0, 4.3, 74.3]","[63.6, 76.3, 92.5]","[0.0, 0.0, 0.0]","[9.4, 20.2, 34.6]","[39.6, 63.7, 90.0]","[51.6, 194.1, 285.1]","[2.6, 51.6, 99.6]"
2024-09-08,27.9,16.6,22.0,27.3,16.6,22.0,12.3,56.9,0.0,0.0,,0.0,0.0,46.8,22.0,124.6,1012.7,35.6,31.4,183.3,16.0,7.0,22.0,15.8,06:14:34,19:15:53,"[12.3, 19.1, 25.2]","[4.5, 9.9, 13.5]","[1.9, 19.1, 25.2]","[0.0, 4.1, 21.7]","[58.7, 76.7, 98.5]","[0.0, 0.0, 0.0]","[10.4, 22.0, 31.3]","[39.6, 60.5, 82.8]","[75.0, 203.6, 317.9]","[13.9, 52.7, 99.4]"
2024-09-09,23.0,13.2,17.4,23.0,13.2,17.4,12.2,74.6,5.1,66.67,['rain'],0.0,0.0,68.4,33.3,175.7,1005.2,97.9,18.7,30.3,2.5,1.0,33.3,21.7,06:16:02,19:13:44,"[11.9, 19.4, 25.9]","[4.8, 10.0, 13.4]","[1.8, 19.4, 25.9]","[0.0, 3.5, 32.5]","[62.3, 76.1, 94.5]","[0.0, 0.0, 0.0]","[11.5, 22.7, 50.4]","[39.6, 60.1, 86.4]","[65.8, 177.6, 277.5]","[8.0, 51.4, 96.6]"
2024-09-10,17.0,13.0,14.7,17.0,13.0,14.7,12.4,86.7,7.645,33.33,['rain'],0.0,0.0,39.6,14.8,294.7,1008.7,80.9,20.2,130.7,11.5,8.0,14.8,10.6,06:17:29,19:11:35,"[11.9, 19.8, 25.5]","[2.7, 9.8, 14.0]","[0.7, 19.8, 25.5]","[0.0, 0.5, 5.8]","[57.6, 75.7, 89.8]","[0.0, 0.0, 0.0]","[9.4, 20.2, 39.6]","[39.6, 54.4, 75.6]","[35.5, 173.1, 274.3]","[9.5, 52.8, 86.7]"
2024-09-11,20.1,10.6,14.9,20.1,10.6,14.9,10.3,76.1,1.258,4.17,['rain'],0.0,0.0,33.5,17.9,292.5,1008.8,60.7,28.4,199.4,17.3,7.0,17.9,10.5,06:18:56,19:09:26,"[10.9, 19.5, 27.0]","[5.8, 10.8, 14.2]","[1.7, 19.5, 27.2]","[0.0, 2.6, 10.1]","[48.3, 78.7, 96.9]","[0.0, 0.0, 0.0]","[10.8, 21.2, 40.7]","[39.6, 56.2, 86.4]","[40.0, 183.2, 286.6]","[5.9, 61.9, 100.0]"
2024-09-12,12.9,7.9,10.3,12.9,4.4,9.0,8.8,90.7,3.192,33.33,['rain'],0.0,0.1,41.4,23.1,352.9,1010.4,94.2,14.9,26.7,2.4,1.0,23.1,14.2,06:20:24,19:07:16,"[12.2, 18.8, 26.1]","[5.1, 10.1, 14.8]","[2.4, 18.8, 26.1]","[0.0, 2.0, 9.5]","[57.4, 78.5, 94.6]","[0.0, 0.0, 0.0]","[11.9, 22.0, 31.0]","[39.6, 55.4, 97.2]","[24.2, 187.8, 297.1]","[2.9, 57.8, 98.8]"
2024-09-13,10.5,7.3,8.4,10.5,3.3,5.2,7.5,94.3,26.96,41.67,['rain'],0.0,0.2,54.4,29.3,17.6,1008.4,99.9,9.1,22.4,2.0,1.0,29.3,22.8,06:21:51,19:05:07,"[8.7, 18.1, 25.6]","[4.1, 9.6, 14.2]","[0.1, 18.1, 25.6]","[0.0, 4.9, 43.8]","[59.1, 79.0, 95.1]","[0.0, 0.0, 0.0]","[13.0, 22.0, 41.0]","[39.6, 58.3, 86.4]","[32.1, 178.3, 273.4]","[2.4, 61.5, 100.0]"
